round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,epochs,kernel_size,loss,optimizer,target_size
10,7.635866091966362,0.5020057,7.757749812252025,0.49405044,elu,16,10,(4, 4),binary_crossentropy,Adam,(64, 64)
10,7.635866083958292,0.5020057,7.757749776549751,0.49405044,elu,16,10,(5, 5),binary_crossentropy,Nadam,(200, 200)
10,7.635866092680456,0.5020057,7.757587649495468,0.49405044,elu,16,10,(5, 5),binary_crossentropy,Nadam,(100, 100)
10,7.635866098291205,0.5020057,7.757587660387688,0.49405044,elu,16,10,(5, 5),binary_crossentropy,Nadam,(64, 64)
10,7.635866102677792,0.5020057,7.757911950198527,0.49405044,elu,16,10,(5, 5),binary_crossentropy,Adam,(200, 200)
10,7.7434115776845065,0.49799433,7.620635758499204,0.50594956,elu,16,10,(5, 5),binary_crossentropy,Adam,(100, 100)
10,7.743411568146233,0.49799433,7.62063576334019,0.50594956,elu,16,10,(5, 5),binary_crossentropy,Adam,(64, 64)
15,7.635866112509354,0.5020057,7.757587648285222,0.49405044,elu,16,15,(3, 3),binary_crossentropy,Nadam,(200, 200)
15,7.6358661023079915,0.5020057,7.757587649495468,0.49405044,elu,16,15,(3, 3),binary_crossentropy,Nadam,(100, 100)
15,7.635866094312674,0.5020057,7.75774979107271,0.49405044,elu,16,15,(3, 3),binary_crossentropy,Nadam,(64, 64)
15,7.743411585590562,0.49799433,7.620962014355635,0.50594956,elu,16,15,(3, 3),binary_crossentropy,Adam,(200, 200)
15,7.63586608199453,0.5020057,7.757749789862463,0.49405044,elu,16,15,(3, 3),binary_crossentropy,Adam,(100, 100)
15,0.03378119075513005,0.9874311,0.8983775416405654,0.8161193,elu,16,15,(3, 3),binary_crossentropy,Adam,(64, 64)
15,7.635866095230797,0.5020057,7.758074111139714,0.49405044,elu,16,15,(4, 4),binary_crossentropy,Nadam,(200, 200)
15,7.635866093802607,0.5020057,7.757263324284916,0.49405044,elu,16,15,(4, 4),binary_crossentropy,Nadam,(100, 100)
15,7.635866092909987,0.5020057,7.7578173325146516,0.49405044,elu,16,15,(4, 4),binary_crossentropy,Nadam,(64, 64)
15,7.635866099515369,0.5020057,7.757911967747103,0.49405044,elu,16,15,(4, 4),binary_crossentropy,Adam,(200, 200)
15,7.635866090563674,0.5020057,7.75774978744197,0.49405044,elu,16,15,(4, 4),binary_crossentropy,Adam,(100, 100)
15,7.743411585233515,0.49799433,7.620962008909526,0.50594956,elu,16,15,(4, 4),binary_crossentropy,Adam,(64, 64)
15,7.635866095256301,0.5020057,7.75791195624976,0.49405044,elu,16,15,(5, 5),binary_crossentropy,Nadam,(200, 200)
15,7.743411580846929,0.49799433,7.620961999530114,0.50594956,elu,16,15,(5, 5),binary_crossentropy,Nadam,(100, 100)
15,7.74341156579992,0.49799433,7.620472630873549,0.50594956,elu,16,15,(5, 5),binary_crossentropy,Nadam,(64, 64)
15,7.635866093802607,0.5020057,7.758560576414699,0.49405044,elu,16,15,(5, 5),binary_crossentropy,Adam,(200, 200)
15,7.743411580591895,0.49799433,7.620635766819649,0.50594956,elu,16,15,(5, 5),binary_crossentropy,Adam,(100, 100)
15,7.635866095052274,0.5020057,7.757425507313104,0.49405044,elu,16,15,(5, 5),binary_crossentropy,Adam,(64, 64)
